RECORD_ID,STUDENT_ID,ENROLLMENT_DATE,ACADEMIC_STANDING,CURRENT_GPA,CREDIT_HOURS_ATTEMPTED,CREDIT_HOURS_EARNED,MAJOR_CODE,ADVISOR_ID,FINANCIAL_AID_AMOUNT,LAST_LOGIN_DATE,TOTAL_COURSE_VIEWS,ASSIGNMENT_SUBMISSIONS,DISCUSSION_POSTS,AVG_ASSIGNMENT_SCORE,COURSE_COMPLETION_RATE,PLAGIARISM_INCIDENTS,WRITING_QUALITY_SCORE,ENGAGEMENT_SCORE,AT_RISK_FLAG,INTERVENTION_COUNT,LAST_UPDATED
RET_000357,STU_202400357,2024-08-09 0:00:00,Honor Roll,1.58,15,14,RELI,ADV_1084,15061.52,2025-07-25 14:28:37,127,15,32,86.5,0.67,0,50.8,74.8,FALSE,0,2025-08-01 12:06:37
RET_000358,STU_202400358,2024-08-08 0:00:00,Good Standing,3.11,18,17,PHYS,ADV_1143,0,2025-07-27 14:28:37,125,20,25,48.6,0.32,0,74.5,58.5,FALSE,1,2025-07-31 21:38:37
RET_000359,STU_202400359,2024-08-03 0:00:00,Distinguished Standing,2.73,15,12,MATH,ADV_1025,17216.56,2025-07-29 14:28:37,174,13,31,95,0.63,4,83.1,15.7,FALSE,3,2025-08-01 10:55:37
RET_000360,STU_202400360,2024-08-07 0:00:00,Excellent Standing,1.31,18,16,COMM,ADV_1114,0,2025-07-29 14:28:37,176,17,24,85.4,0.59,0,46.4,90.7,FALSE,1,2025-07-31 19:30:37
RET_000361,STU_202400361,2024-08-03 0:00:00,Academic Warning,1.59,13,12,EDUC,ADV_1046,27983.61,2025-07-28 14:28:37,64,7,28,85.8,0.72,0,77.8,32.3,TRUE,4,2025-07-31 22:42:37
RET_000362,STU_202400362,2024-08-05 0:00:00,Honor Roll,2.55,14,9,EDUC,ADV_1079,0,2025-07-30 14:28:37,232,13,24,52.1,0.75,0,47.3,17.2,TRUE,1,2025-08-01 13:45:37
RET_000363,STU_202400363,2024-08-08 0:00:00,Good Standing,3.74,17,12,ENGR,ADV_1104,14212.44,2025-07-29 14:28:37,214,15,18,57.1,0.82,0,66.2,82.3,FALSE,2,2025-08-01 2:52:37
RET_000364,STU_202400364,2024-08-04 0:00:00,Good Standing,2.62,13,9,ENGR,ADV_1018,17670.2,2025-07-29 14:28:37,172,9,6,55.9,0.87,0,78.4,63.6,FALSE,2,2025-08-01 11:01:37
RET_000365,STU_202400365,2024-08-14 0:00:00,Excellent Standing,3.98,16,13,PSYC,ADV_1028,0,2025-07-13 14:28:37,31,11,21,54.9,0.81,0,49.8,42.8,FALSE,1,2025-08-01 10:39:37
RET_000366,STU_202400366,2024-08-15 0:00:00,Honor Roll,3.72,15,14,COMP,ADV_1098,5663.37,2025-07-04 14:28:37,38,11,13,75.5,0.63,0,73,49.4,FALSE,1,2025-08-01 10:56:37
RET_000367,STU_202400367,2024-08-02 0:00:00,Distinguished Standing,2.57,18,14,ENGR,ADV_1084,0,2025-07-30 14:28:37,355,13,27,78.5,0.91,0,88.2,60.6,TRUE,4,2025-08-01 1:15:37
RET_000368,STU_202400368,2024-08-08 0:00:00,Academic Warning,3.57,18,14,ANTH,ADV_1127,6905.16,2025-07-30 14:28:37,350,13,6,51.3,0.46,6,64.1,84.5,TRUE,7,2025-07-31 21:05:37
RET_000369,STU_202400369,2024-08-13 0:00:00,Probationary Status,3.39,12,9,GEOG,ADV_1016,15414.69,2025-07-27 14:28:37,52,11,16,65.9,0.55,0,69.1,58.5,TRUE,6,2025-08-01 3:53:37
RET_000370,STU_202400370,2024-08-14 0:00:00,Satisfactory Progress,3.38,13,11,BIOL,ADV_1024,0,2025-07-19 14:28:37,23,14,15,90.6,0.95,0,43.8,16.1,FALSE,3,2025-07-31 21:23:37
RET_000371,STU_202400371,2024-08-14 0:00:00,Academic Probation,3.99,13,12,ACCT,ADV_1056,19574.14,2025-07-26 14:28:37,129,14,7,76.2,0.96,0,50.2,72.1,FALSE,3,2025-07-31 14:51:37
RET_000372,STU_202400372,2024-08-09 0:00:00,Good Standing,3.71,12,10,POLI,ADV_1036,0,2025-07-04 14:28:37,6,11,26,59,0.53,6,35.2,42.7,TRUE,2,2025-08-01 3:52:37
RET_000373,STU_202400373,2024-08-02 0:00:00,Warning Status,2.91,13,10,HIST,ADV_1149,13073.8,2025-07-30 14:28:37,202,22,21,94.4,0.76,0,91,67.9,FALSE,2,2025-07-31 14:59:37
RET_000374,STU_202400374,2024-08-01 0:00:00,Honor Roll,3.29,20,14,ENGR,ADV_1001,0,2025-07-17 14:28:37,36,15,2,63.5,0.35,7,70,56.3,TRUE,4,2025-07-31 15:58:37
RET_000375,STU_202400375,2024-08-11 0:00:00,Satisfactory Progress,3.09,16,14,ANTH,ADV_1038,17985.02,2025-07-31 14:28:37,377,16,8,59.5,0.33,0,69,75.5,FALSE,1,2025-08-01 8:43:37
RET_000376,STU_202400376,2024-08-09 0:00:00,Satisfactory Progress,3.94,16,14,MGMT,ADV_1039,9374.16,2025-07-29 14:28:37,316,14,30,61.2,0.89,0,38.1,83.3,FALSE,3,2025-07-31 16:22:37
RET_000377,STU_202400377,2024-08-14 0:00:00,Satisfactory Progress,3.03,19,15,MKTG,ADV_1116,0,2025-07-24 14:28:37,8,9,34,77.5,0.57,0,93.9,64.5,FALSE,3,2025-08-01 1:53:37
RET_000378,STU_202400378,2024-08-01 0:00:00,Academic Suspension,3.94,12,10,ARTS,ADV_1137,33565.7,2025-08-01 14:28:37,291,8,24,86,0.79,0,63.6,94.7,FALSE,3,2025-07-31 22:26:37
RET_000379,STU_202400379,2024-08-02 0:00:00,Academic Warning,2.9,20,15,ANTH,ADV_1075,4918.29,2025-07-26 14:28:37,120,7,28,51.3,0.73,0,42.2,90.4,FALSE,0,2025-07-31 16:25:37
RET_000380,STU_202400380,2024-08-15 0:00:00,Good Standing,3.89,18,16,ENGL,ADV_1100,0,2025-07-13 14:28:37,17,14,3,57.7,0.36,0,56.7,91.1,FALSE,0,2025-07-31 13:39:37
RET_000381,STU_202400381,2024-08-13 0:00:00,Honor Roll,2.39,20,15,ARTS,ADV_1148,20324.06,2025-07-26 14:28:37,145,18,2,98,0.31,1,51.6,88.2,FALSE,1,2025-08-01 3:30:37
RET_000382,STU_202400382,2024-08-14 0:00:00,Satisfactory Progress,3.79,14,11,CHEM,ADV_1115,7607.01,2025-08-01 14:28:37,169,8,28,54.7,0.33,0,51.1,71.5,FALSE,3,2025-08-01 6:58:37
RET_000383,STU_202400383,2024-08-04 0:00:00,Academic Probation,3.91,17,16,MGMT,ADV_1051,0,2025-07-29 14:28:37,224,15,25,70.6,0.39,8,60.4,47.5,TRUE,1,2025-07-31 20:40:37
RET_000384,STU_202400384,2024-08-03 0:00:00,Academic Probation,3.99,12,10,SOCI,ADV_1053,0,2025-07-28 14:28:37,119,14,22,93,0.9,0,74.6,65.6,FALSE,3,2025-07-31 15:50:37
RET_000385,STU_202400385,2024-08-07 0:00:00,Conditional Standing,2.75,20,14,PSYC,ADV_1082,18787.26,2025-07-28 14:28:37,96,13,15,73.2,0.49,0,41.7,43.7,FALSE,0,2025-08-01 8:24:37
RET_000386,STU_202400386,2024-08-08 0:00:00,Satisfactory Progress,3.16,12,8,COMM,ADV_1077,0,2025-07-31 14:28:37,163,14,31,60,0.44,5,60.8,88.5,TRUE,6,2025-07-31 21:04:37
RET_000387,STU_202400387,2024-08-08 0:00:00,Academic Probation,3.78,18,15,ENGR,ADV_1146,14689.67,2025-07-29 14:28:37,228,12,7,64.9,0.87,0,72.1,21.3,FALSE,0,2025-07-31 19:19:37
RET_000388,STU_202400388,2024-08-04 0:00:00,Warning Status,1.48,13,10,ENGL,ADV_1078,0,2025-07-29 14:28:37,328,18,29,96,0.31,0,51,65.1,FALSE,0,2025-07-31 21:30:37
RET_000389,STU_202400389,2024-08-14 0:00:00,Probationary Status,2.97,17,12,ACCT,ADV_1112,9577.74,2025-07-28 14:28:37,85,21,19,89.3,0.36,0,85.4,82.1,TRUE,8,2025-07-31 19:58:37
RET_000390,STU_202400390,2024-08-07 0:00:00,Probationary Status,2.77,20,14,BUSN,ADV_1089,8095.46,2025-07-26 14:28:37,113,12,24,68.8,0.46,0,68.2,87.3,FALSE,0,2025-08-01 8:37:37
RET_000391,STU_202400391,2024-08-15 0:00:00,Good Standing,2.72,14,10,FINC,ADV_1023,22951.09,2025-07-26 14:28:37,118,10,2,74,0.54,0,48.2,68.1,FALSE,0,2025-07-31 22:11:37
RET_000392,STU_202400392,2024-08-01 0:00:00,Academic Warning,3.57,16,12,PHYS,ADV_1150,0,2025-07-27 14:28:37,83,15,1,63.2,0.88,4,67.5,62.7,TRUE,5,2025-08-01 3:32:37
RET_000393,STU_202400393,2024-08-03 0:00:00,Academic Warning,2.87,14,12,MATH,ADV_1003,9763.55,2025-07-26 14:28:37,150,7,35,65.8,0.8,0,44.6,24,FALSE,0,2025-08-01 4:33:37
RET_000394,STU_202400394,2024-08-07 0:00:00,Warning Status,2.85,12,11,BUSN,ADV_1131,0,2025-07-25 14:28:37,104,17,10,96.4,0.63,0,71.8,39.3,FALSE,2,2025-08-01 12:46:37
RET_000395,STU_202400395,2024-08-01 0:00:00,Honor Roll,2.57,20,16,CHEM,ADV_1104,14103.84,2025-07-17 14:28:37,13,10,17,49.6,0.47,3,40.7,34.2,FALSE,2,2025-08-01 10:56:37
RET_000396,STU_202400396,2024-08-07 0:00:00,Academic Probation,2.98,20,14,SOCI,ADV_1033,9882.87,2025-07-27 14:28:37,123,8,17,64.4,0.76,2,71.6,59,TRUE,2,2025-08-01 10:18:37
RET_000397,STU_202400397,2024-08-05 0:00:00,Dean's List,2.84,13,10,ANTH,ADV_1076,29191.32,2025-08-01 14:28:37,181,16,20,89.7,0.89,5,41.4,43.5,TRUE,3,2025-07-31 14:40:37
RET_000398,STU_202400398,2024-08-15 0:00:00,Academic Probation,2.57,15,13,ENGL,ADV_1016,8559.05,2025-08-01 14:28:37,262,13,2,96.7,0.64,0,53.5,17.2,TRUE,1,2025-07-31 23:18:37
RET_000399,STU_202400399,2024-08-13 0:00:00,Excellent Standing,3.1,19,18,FINC,ADV_1095,28425.24,2025-07-29 14:28:37,254,15,5,59.8,0.73,0,71,26.6,FALSE,2,2025-08-01 14:25:37
RET_000400,STU_202400400,2024-08-13 0:00:00,Conditional Standing,3.32,17,12,MGMT,ADV_1141,0,2025-07-31 14:28:37,262,10,17,58.9,0.65,0,47.8,97.7,FALSE,3,2025-08-01 8:53:37
RET_000401,STU_202400401,2024-08-08 0:00:00,Warning Status,3.61,15,10,MGMT,ADV_1014,4331.84,2025-07-30 14:28:37,187,10,14,51.1,0.33,0,39.9,31.2,FALSE,3,2025-08-01 7:49:37
RET_000402,STU_202400402,2024-08-05 0:00:00,Warning Status,3.87,13,12,POLI,ADV_1001,0,2025-07-25 14:28:37,124,8,35,83.4,0.34,8,88.3,82.6,FALSE,3,2025-08-01 4:54:37
RET_000403,STU_202400403,2024-08-07 0:00:00,Warning Status,3.85,17,14,BIOL,ADV_1144,8085.1,2025-07-28 14:28:37,82,11,34,83.4,0.72,3,67.5,28.1,FALSE,0,2025-08-01 9:48:37
RET_000404,STU_202400404,2024-08-12 0:00:00,Dean's List,2.72,17,15,COMP,ADV_1092,0,2025-07-31 14:28:37,279,9,32,49.1,0.44,0,87.9,32.9,TRUE,8,2025-08-01 7:20:37
RET_000405,STU_202400405,2024-08-12 0:00:00,Excellent Standing,2.92,16,14,JOUR,ADV_1029,5385.28,2025-07-26 14:28:37,59,23,18,52.7,0.53,0,82.4,65,FALSE,3,2025-07-31 17:19:37
RET_000406,STU_202400406,2024-08-13 0:00:00,Conditional Standing,2.82,14,12,MKTG,ADV_1073,24984.21,2025-07-27 14:28:37,102,21,30,95.4,0.51,0,54.3,27.3,FALSE,2,2025-08-01 13:12:37
RET_000407,STU_202400407,2024-08-09 0:00:00,Satisfactory Progress,3.22,17,16,MATH,ADV_1008,6687.7,2025-07-27 14:28:37,55,9,1,50.7,0.45,0,71.9,34.9,TRUE,7,2025-08-01 12:11:37
RET_000408,STU_202400408,2024-08-11 0:00:00,Satisfactory Progress,3.66,18,13,POLI,ADV_1061,20264.33,2025-07-27 14:28:37,77,21,2,80.2,0.41,5,43.7,37.8,FALSE,1,2025-08-01 5:57:37
RET_000409,STU_202400409,2024-08-12 0:00:00,Honor Roll,2.54,17,13,ARTS,ADV_1111,25339.45,2025-07-31 14:28:37,394,9,32,98.4,0.74,0,85.2,43,TRUE,5,2025-08-01 5:47:37
RET_000410,STU_202400410,2024-08-08 0:00:00,Warning Status,3.51,15,13,MUSC,ADV_1101,11579.3,2025-07-31 14:28:37,366,21,3,77.5,0.76,0,45.1,21.4,FALSE,3,2025-08-01 7:42:37
RET_000411,STU_202400411,2024-08-03 0:00:00,Conditional Standing,3.15,18,14,BIOL,ADV_1082,26113.49,2025-07-27 14:28:37,84,16,18,93.7,0.53,0,48.1,36.2,FALSE,2,2025-08-01 9:29:37
RET_000412,STU_202400412,2024-08-04 0:00:00,Honor Roll,2.71,17,12,COMP,ADV_1098,23799.79,2025-07-27 14:28:37,79,13,7,82.1,0.61,0,51.4,18,TRUE,3,2025-07-31 14:33:37
RET_000413,STU_202400413,2024-08-05 0:00:00,Warning Status,3,17,16,PSYC,ADV_1104,0,2025-07-11 14:28:37,28,11,35,72.1,0.94,6,71,76.9,FALSE,3,2025-07-31 21:41:37
RET_000414,STU_202400414,2024-08-04 0:00:00,Warning Status,3.19,19,15,BUSN,ADV_1098,0,2025-07-29 14:28:37,264,11,8,94.5,0.47,0,36.5,75.7,TRUE,5,2025-08-01 11:24:37
RET_000415,STU_202400415,2024-08-01 0:00:00,Good Standing,3.87,16,13,PHIL,ADV_1112,0,2025-07-03 14:28:37,42,14,16,87.6,0.54,1,62.1,25.8,FALSE,0,2025-08-01 1:05:37
RET_000416,STU_202400416,2024-08-10 0:00:00,Warning Status,3.68,13,9,PSYC,ADV_1140,8072.73,2025-07-26 14:28:37,103,11,31,78.8,0.84,5,56.6,59.5,FALSE,3,2025-07-31 19:50:37
RET_000417,STU_202400417,2024-08-12 0:00:00,Distinguished Standing,1.77,13,12,PSYC,ADV_1055,0,2025-07-10 14:28:37,5,7,26,59.1,0.69,0,61.2,93.1,FALSE,0,2025-07-31 16:16:37
RET_000418,STU_202400418,2024-08-09 0:00:00,Academic Probation,4,14,13,PHIL,ADV_1045,7739.76,2025-07-21 14:28:37,13,12,1,81.9,0.99,0,60.4,18.6,FALSE,2,2025-07-31 16:28:37
RET_000419,STU_202400419,2024-08-01 0:00:00,Dean's List,3.26,15,11,THEA,ADV_1122,24155.19,2025-07-26 14:28:37,104,10,25,82.3,0.47,0,55.9,45.4,TRUE,7,2025-07-31 17:20:37
RET_000420,STU_202400420,2024-08-12 0:00:00,Probationary Status,2.15,13,11,ACCT,ADV_1036,0,2025-07-27 14:28:37,93,12,2,48.9,0.94,0,89.7,16.8,FALSE,1,2025-07-31 14:48:37
RET_000421,STU_202400421,2024-08-06 0:00:00,Dean's List,1.01,12,11,ECON,ADV_1049,6544.86,2025-07-11 14:28:37,45,19,27,60.5,0.63,0,44.5,80.7,TRUE,8,2025-07-31 15:28:37
RET_000422,STU_202400422,2024-08-01 0:00:00,Honor Roll,1.88,12,11,PHIL,ADV_1143,0,2025-07-30 14:28:37,335,11,9,92.9,0.72,0,70.1,34.7,TRUE,8,2025-08-01 10:26:37
RET_000423,STU_202400423,2024-08-01 0:00:00,Probationary Status,1.21,18,16,MUSC,ADV_1099,29998.73,2025-07-25 14:28:37,98,15,11,72.2,0.71,0,66.9,92.7,FALSE,1,2025-07-31 18:15:37
RET_000424,STU_202400424,2024-08-10 0:00:00,Academic Probation,2.55,15,14,ANTH,ADV_1093,28262.75,2025-07-21 14:28:37,19,14,21,47.6,0.66,0,37.2,50.6,TRUE,7,2025-08-01 13:11:37
RET_000425,STU_202400425,2024-08-08 0:00:00,Academic Warning,3.96,20,15,BUSN,ADV_1107,0,2025-07-26 14:28:37,86,14,20,85.5,0.97,0,37.9,95.2,TRUE,3,2025-07-31 15:44:37
RET_000426,STU_202400426,2024-08-09 0:00:00,Dean's List,2.98,20,16,ENGL,ADV_1040,11969.02,2025-07-29 14:28:37,260,13,20,50.3,0.5,0,77.4,76.7,FALSE,0,2025-08-01 10:14:37
RET_000427,STU_202400427,2024-08-15 0:00:00,Academic Warning,3.15,14,11,JOUR,ADV_1074,0,2025-07-28 14:28:37,112,11,10,60.4,0.94,0,71.9,58.1,FALSE,2,2025-08-01 10:20:37
RET_000428,STU_202400428,2024-08-14 0:00:00,Excellent Standing,2.95,15,14,JOUR,ADV_1033,8475.44,2025-07-21 14:28:37,19,18,9,50.1,0.69,0,50,23,TRUE,2,2025-07-31 16:00:37
RET_000429,STU_202400429,2024-08-09 0:00:00,Academic Probation,3.35,16,11,COMM,ADV_1035,0,2025-07-30 14:28:37,157,10,34,73.8,0.44,0,50.3,76.9,TRUE,8,2025-07-31 23:06:37
RET_000430,STU_202400430,2024-08-03 0:00:00,Academic Warning,3.76,20,17,BIOL,ADV_1003,14757.35,2025-08-01 14:28:37,244,11,27,84.2,0.66,0,43.5,50.4,FALSE,0,2025-08-01 9:44:37
RET_000431,STU_202400431,2024-08-01 0:00:00,Good Standing,3.63,18,14,NURS,ADV_1019,0,2025-07-28 14:28:37,64,13,27,71.4,0.36,0,87.3,85.3,TRUE,8,2025-08-01 11:13:37
RET_000432,STU_202400432,2024-08-09 0:00:00,Conditional Standing,3.54,12,10,RELI,ADV_1005,17121.4,2025-07-28 14:28:37,143,13,22,88,0.82,0,59.6,92.9,FALSE,2,2025-08-01 2:43:37
RET_000433,STU_202400433,2024-08-02 0:00:00,Satisfactory Progress,2.72,14,12,COMM,ADV_1037,7983.03,2025-07-31 14:28:37,233,14,21,59.8,0.74,0,39,93.3,FALSE,0,2025-08-01 8:26:37
RET_000434,STU_202400434,2024-08-14 0:00:00,Distinguished Standing,3.25,14,11,THEA,ADV_1125,10168.64,2025-07-31 14:28:37,330,8,27,50.4,0.79,7,74.3,87.6,FALSE,0,2025-07-31 13:40:37
RET_000435,STU_202400435,2024-08-03 0:00:00,Warning Status,2.39,14,12,CHEM,ADV_1112,21588.54,2025-07-29 14:28:37,365,19,2,95.8,0.74,8,45.6,19.6,FALSE,3,2025-08-01 9:56:37
RET_000436,STU_202400436,2024-08-02 0:00:00,Satisfactory Progress,2.86,14,12,ECON,ADV_1035,0,2025-07-26 14:28:37,78,16,16,70.2,0.64,0,91.5,88.4,FALSE,2,2025-08-01 12:02:37
RET_000437,STU_202400437,2024-08-10 0:00:00,Honor Roll,3.07,19,18,HIST,ADV_1022,14316.44,2025-07-25 14:28:37,86,9,5,95.9,0.9,1,71.2,45,FALSE,1,2025-08-01 3:32:37
RET_000438,STU_202400438,2024-08-02 0:00:00,Good Standing,3.26,12,9,CHEM,ADV_1036,30940.67,2025-08-01 14:28:37,261,13,35,77.7,0.8,0,81.4,48,FALSE,3,2025-08-01 13:02:37
RET_000439,STU_202400439,2024-08-11 0:00:00,Dean's List,3.38,19,14,POLI,ADV_1107,0,2025-07-28 14:28:37,128,18,15,79.1,0.64,0,82,65.4,FALSE,2,2025-08-01 6:03:37
RET_000440,STU_202400440,2024-08-14 0:00:00,Honor Roll,3.96,16,12,PSYC,ADV_1117,20659.08,2025-07-30 14:28:37,374,10,18,80.7,0.64,0,81.7,82.9,FALSE,1,2025-08-01 8:28:37
RET_000441,STU_202400441,2024-08-04 0:00:00,Distinguished Standing,3.85,12,10,MKTG,ADV_1109,25943.12,2025-07-27 14:28:37,119,12,6,56.7,0.97,0,57.1,78.3,FALSE,3,2025-07-31 16:36:37
RET_000442,STU_202400442,2024-08-07 0:00:00,Honor Roll,3.33,20,19,JOUR,ADV_1047,5317.13,2025-07-15 14:28:37,31,13,15,80.4,0.38,0,67,47.1,FALSE,2,2025-08-01 13:06:37
RET_000443,STU_202400443,2024-08-02 0:00:00,Distinguished Standing,2.99,17,13,ANTH,ADV_1117,0,2025-07-27 14:28:37,134,11,25,82.7,0.84,0,82.2,71.8,FALSE,0,2025-07-31 15:38:37
RET_000444,STU_202400444,2024-08-15 0:00:00,Satisfactory Progress,3.27,19,18,ECON,ADV_1131,2266.66,2025-07-25 14:28:37,126,18,15,46.5,0.49,0,45.3,21,FALSE,0,2025-07-31 19:14:37
RET_000445,STU_202400445,2024-08-10 0:00:00,Academic Probation,1.29,12,11,CHEM,ADV_1109,0,2025-07-26 14:28:37,57,21,20,59,0.52,0,83.8,93,FALSE,2,2025-07-31 23:59:37
RET_000446,STU_202400446,2024-08-04 0:00:00,Probationary Status,2.15,17,12,ARTS,ADV_1142,10413.18,2025-07-25 14:28:37,104,12,3,59.4,0.81,0,88.7,32.7,FALSE,3,2025-08-01 0:06:37
RET_000447,STU_202400447,2024-08-10 0:00:00,Dean's List,3.65,20,17,GEOG,ADV_1116,5881.11,2025-08-01 14:28:37,228,14,14,75.6,0.42,0,45,94.1,FALSE,3,2025-08-01 1:31:37
RET_000448,STU_202400448,2024-08-10 0:00:00,Honor Roll,3.26,16,15,BIOL,ADV_1099,33434,2025-07-31 14:28:37,392,19,8,77.4,0.31,0,85.8,78.7,FALSE,1,2025-07-31 20:22:37
RET_000449,STU_202400449,2024-08-01 0:00:00,Probationary Status,2.85,16,13,PHYS,ADV_1091,22180.89,2025-07-26 14:28:37,61,13,35,48.4,0.33,0,71.5,36.1,FALSE,3,2025-07-31 18:54:37
RET_000450,STU_202400450,2024-08-10 0:00:00,Warning Status,3.84,14,11,NURS,ADV_1058,0,2025-07-29 14:28:37,190,15,14,60.5,0.41,0,82,43.3,FALSE,2,2025-08-01 7:20:37
RET_000451,STU_202400451,2024-08-02 0:00:00,Probationary Status,2.04,18,14,COMM,ADV_1048,7790.75,2025-07-26 14:28:37,77,20,15,95.3,0.33,0,62.3,19.3,FALSE,0,2025-07-31 14:24:37
RET_000452,STU_202400452,2024-08-07 0:00:00,Dean's List,2.71,13,11,ECON,ADV_1109,9804.43,2025-07-31 14:28:37,278,20,31,47.3,0.5,4,73.4,50.7,FALSE,0,2025-07-31 17:27:37
RET_000453,STU_202400453,2024-08-11 0:00:00,Conditional Standing,1.85,18,17,COMM,ADV_1002,0,2025-07-29 14:28:37,158,18,7,88.5,0.56,2,43.2,60.7,FALSE,3,2025-07-31 18:18:37
RET_000454,STU_202400454,2024-08-10 0:00:00,Academic Probation,3.37,15,12,FINC,ADV_1148,4422.63,2025-07-28 14:28:37,60,7,32,83.6,0.83,0,66.7,51.2,FALSE,2,2025-07-31 19:23:37
RET_000455,STU_202400455,2024-08-10 0:00:00,Excellent Standing,3.89,17,16,COMM,ADV_1128,8673.44,2025-08-01 14:28:37,340,18,9,50.1,0.71,0,80.3,24,FALSE,3,2025-08-01 0:45:37
RET_000456,STU_202400456,2024-08-09 0:00:00,Dean's List,3,17,14,ENGR,ADV_1061,27952.21,2025-07-28 14:28:37,150,14,32,84.8,0.51,0,78.6,67,FALSE,1,2025-07-31 16:41:37
RET_000457,STU_202400457,2024-08-06 0:00:00,Probationary Status,3.03,19,18,FINC,ADV_1129,25545.57,2025-07-31 14:28:37,217,25,24,60.6,0.37,8,91.6,55.3,FALSE,3,2025-08-01 11:58:37
RET_000458,STU_202400458,2024-08-15 0:00:00,Academic Warning,3.65,12,10,MATH,ADV_1069,8086.85,2025-07-07 14:28:37,22,12,34,72.1,0.57,0,71.3,78.3,FALSE,3,2025-08-01 5:04:37
RET_000459,STU_202400459,2024-08-05 0:00:00,Honor Roll,2.74,14,11,BIOL,ADV_1106,0,2025-07-12 14:28:37,28,20,6,69.2,0.7,5,66.4,68.5,FALSE,0,2025-07-31 19:26:37
RET_000460,STU_202400460,2024-08-04 0:00:00,Academic Warning,3.58,15,10,POLI,ADV_1140,14794.42,2025-07-29 14:28:37,264,15,6,79.4,0.53,0,65.2,26.8,TRUE,6,2025-08-01 8:51:37
RET_000461,STU_202400461,2024-08-11 0:00:00,Academic Probation,2.58,16,12,FINC,ADV_1148,5232.5,2025-07-31 14:28:37,174,11,13,91.3,0.64,0,83.3,32.5,TRUE,2,2025-07-31 14:55:37
RET_000462,STU_202400462,2024-08-12 0:00:00,Good Standing,3.19,14,10,GEOG,ADV_1094,26019.89,2025-07-30 14:28:37,253,24,33,83.7,0.7,0,71,58.5,TRUE,2,2025-08-01 8:21:37
RET_000463,STU_202400463,2024-08-06 0:00:00,Academic Warning,1.12,13,11,NURS,ADV_1009,25213.03,2025-07-25 14:28:37,82,12,21,89.6,0.33,0,52.9,36.9,FALSE,3,2025-08-01 14:12:37
RET_000464,STU_202400464,2024-08-04 0:00:00,Honor Roll,2.96,18,16,SOCI,ADV_1010,11364.03,2025-07-26 14:28:37,50,18,13,85.4,0.86,0,59.7,77.2,TRUE,7,2025-08-01 6:35:37
RET_000465,STU_202400465,2024-08-05 0:00:00,Warning Status,1.13,13,10,NURS,ADV_1146,9612.38,2025-07-27 14:28:37,133,12,29,82.9,0.66,0,57.4,18.3,TRUE,4,2025-07-31 14:54:37
RET_000466,STU_202400466,2024-08-07 0:00:00,Distinguished Standing,3.21,19,16,THEA,ADV_1124,11626.71,2025-07-22 14:28:37,11,19,4,65.1,0.83,0,46.9,35.1,TRUE,5,2025-08-01 6:24:37
RET_000467,STU_202400467,2024-08-03 0:00:00,Warning Status,2.87,14,12,JOUR,ADV_1095,31858.2,2025-07-31 14:28:37,192,14,7,47.1,0.6,0,61.1,89.4,FALSE,1,2025-07-31 19:04:37
RET_000468,STU_202400468,2024-08-11 0:00:00,Honor Roll,3.78,18,12,MATH,ADV_1029,0,2025-07-25 14:28:37,67,15,25,45.5,0.38,0,43.8,15.4,TRUE,7,2025-08-01 2:18:37
RET_000469,STU_202400469,2024-08-11 0:00:00,Satisfactory Progress,2.97,12,8,COMP,ADV_1149,21278.93,2025-07-03 14:28:37,22,14,23,75.2,0.42,8,43.4,58.8,FALSE,3,2025-08-01 9:52:37
RET_000470,STU_202400470,2024-08-05 0:00:00,Academic Probation,2.74,14,10,MUSC,ADV_1124,23998.96,2025-07-29 14:28:37,355,20,33,77.3,0.63,4,36,52.1,FALSE,3,2025-08-01 11:37:37
RET_000471,STU_202400471,2024-08-08 0:00:00,Satisfactory Progress,2.65,20,14,FINC,ADV_1021,13935.46,2025-07-27 14:28:37,145,8,33,83.3,0.63,0,61.3,31.1,TRUE,1,2025-08-01 8:21:37
RET_000472,STU_202400472,2024-08-06 0:00:00,Distinguished Standing,3.2,14,10,ANTH,ADV_1037,3016.87,2025-07-30 14:28:37,188,9,0,61.7,0.43,0,63,39.8,FALSE,3,2025-08-01 0:57:37
RET_000473,STU_202400473,2024-08-15 0:00:00,Honor Roll,3.86,16,15,PHIL,ADV_1135,10754.31,2025-07-25 14:28:37,92,6,29,76.8,0.35,0,87.9,54.6,FALSE,2,2025-08-01 13:56:37
RET_000474,STU_202400474,2024-08-13 0:00:00,Distinguished Standing,3.73,20,19,PHYS,ADV_1072,7134.14,2025-07-29 14:28:37,238,10,12,59.7,0.87,0,59.9,70.4,FALSE,3,2025-08-01 13:05:37
RET_000475,STU_202400475,2024-08-15 0:00:00,Conditional Standing,1.01,12,11,HIST,ADV_1120,0,2025-07-06 14:28:37,24,17,25,95,0.69,0,91.9,60.7,FALSE,1,2025-08-01 1:53:37
RET_000476,STU_202400476,2024-08-02 0:00:00,Honor Roll,3.69,16,15,PSYC,ADV_1133,7266.19,2025-07-29 14:28:37,169,13,6,84.1,0.5,5,57.4,89.2,FALSE,3,2025-08-01 2:35:37
